robot_count,task_complexity,communication_delay,swarm_density,obstacle_density,battery_level,signal_strength,formation_type,terrain_roughness,task_deadline,robot_speed,sensor_range,collision_probability,energy_efficiency,coordination_overhead,mission_success
33,1.3,486.1,0.37,12.2,79.8,-37.4,Grid,6.1,89.7,1.29,25.4,0.036,0.96,20.0,0
7,9.1,76.7,0.69,18.8,16.0,-99.7,Wedge,8.5,21.5,3.35,26.7,0.383,1.05,39.1,0
33,6.6,366.7,4.66,23.1,28.4,-109.2,Wedge,5.4,85.8,0.87,41.3,0.009,0.91,18.3,1
5,9.8,0.2,2.8,16.4,97.7,-101.8,Wedge,4.7,38.5,3.6,36.1,0.415,1.26,2.7,1
12,5.2,298.1,4.0,16.2,72.4,-104.7,Random,6.5,124.3,0.93,4.5,0.166,1.25,11.7,1
18,8.6,458.0,1.73,2.6,60.5,-111.8,Grid,6.9,290.4,1.53,35.6,0.299,1.32,17.2,1
39,1.6,144.0,3.0,12.3,43.0,-48.2,Grid,7.8,212.5,3.41,7.7,0.375,1.02,23.7,0
25,4.0,92.8,2.53,16.4,14.0,-75.4,Circle,7.0,215.0,1.77,5.4,0.318,1.3,6.1,0
6,1.6,325.8,4.73,13.9,43.2,-85.0,Line,7.7,141.4,2.9,20.5,0.336,0.66,20.6,0
35,9.8,356.3,3.76,27.0,54.9,-34.4,Wedge,7.1,245.3,1.06,4.8,0.446,0.53,19.3,0
7,8.4,344.0,3.68,27.2,29.0,-86.6,Line,5.3,273.4,1.41,41.6,0.187,1.15,33.5,0
23,8.7,159.7,0.33,24.7,25.6,-105.0,Line,2.2,288.8,3.8,23.7,0.274,0.61,12.1,1
12,9.4,126.1,2.79,11.3,55.8,-95.3,Wedge,8.1,38.7,0.66,29.8,0.087,1.05,18.0,1
49,1.8,478.0,2.39,21.5,62.7,-98.5,Wedge,1.3,265.1,1.0,29.3,0.234,1.22,15.5,1
17,4.5,461.6,4.65,11.9,31.6,-75.1,Circle,9.9,75.3,1.47,48.9,0.075,0.91,25.3,0
34,1.6,228.7,1.36,7.0,62.9,-93.8,Random,8.5,125.2,0.59,45.9,0.317,0.54,33.4,0
10,2.9,423.1,1.42,10.3,91.0,-73.6,Wedge,7.0,110.2,0.93,42.6,0.162,1.39,27.0,0
7,3.1,226.2,2.12,2.1,52.6,-59.8,Line,9.7,205.8,1.77,19.8,0.43,0.54,18.6,0
17,5.2,212.2,1.29,10.0,87.2,-50.0,Circle,6.5,183.4,0.92,8.1,0.172,1.4,25.5,0
30,3.4,78.4,0.73,13.8,93.5,-56.1,Grid,1.5,41.6,4.4,30.0,0.143,0.55,12.9,1
4,1.9,213.2,4.3,28.7,18.3,-101.5,Circle,6.0,237.0,0.8,22.6,0.246,1.24,5.8,0
21,2.5,268.7,2.84,9.4,18.6,-109.6,Wedge,3.5,137.5,4.37,12.1,0.088,1.42,12.8,1
37,2.3,11.3,4.32,27.1,52.8,-71.2,Wedge,4.3,10.6,4.2,5.8,0.102,1.41,17.7,1
20,9.8,222.1,4.17,6.9,62.9,-102.1,Random,5.1,130.2,0.95,22.4,0.392,1.39,17.6,1
27,7.8,390.7,1.48,5.7,48.3,-112.4,Circle,8.0,159.7,0.61,32.9,0.249,1.38,29.5,0
4,9.7,340.0,2.78,15.6,39.4,-72.6,Wedge,5.5,30.0,0.72,31.6,0.103,1.01,37.5,0
20,5.0,317.6,0.51,20.2,67.7,-90.6,Line,5.3,53.8,3.16,38.9,0.016,1.06,15.6,0
21,3.5,454.8,4.58,1.3,10.2,-51.9,Line,3.7,298.1,3.52,23.9,0.233,1.12,3.5,0
33,8.2,9.0,2.08,6.6,97.1,-91.7,Circle,5.9,262.6,3.29,16.8,0.371,1.4,1.3,1
8,3.9,278.5,2.03,13.7,30.9,-31.9,Random,3.2,48.7,2.94,27.4,0.176,1.34,0.2,0
42,3.7,393.7,1.58,9.9,92.5,-51.7,Circle,3.3,178.3,1.29,48.8,0.124,1.28,37.5,1
34,3.1,270.7,2.36,21.4,19.8,-114.8,Random,7.8,120.0,4.28,3.2,0.198,1.18,39.8,0
41,2.2,161.9,1.33,15.3,31.4,-74.2,Line,4.1,167.7,1.97,26.9,0.48,1.12,2.1,0
40,3.3,68.1,1.94,4.8,31.1,-69.4,Wedge,1.5,146.5,4.94,17.1,0.212,1.42,14.3,1
19,4.2,443.8,4.02,26.8,99.7,-57.4,Grid,4.1,24.0,2.23,6.2,0.13,0.69,26.8,0
41,7.1,235.4,4.19,8.8,10.4,-75.2,Wedge,6.7,101.5,1.68,22.3,0.285,0.69,7.2,1
2,1.6,439.1,1.59,21.9,67.6,-76.5,Line,8.3,46.4,4.52,32.4,0.405,1.48,23.8,0
12,2.9,292.9,2.4,23.4,88.3,-86.9,Line,9.7,151.8,3.05,26.9,0.011,1.05,32.5,0
29,8.3,337.1,4.38,28.9,70.5,-95.6,Wedge,7.7,273.1,3.75,2.4,0.279,0.98,34.3,0
26,2.3,402.1,0.36,15.0,42.6,-34.8,Wedge,4.9,298.7,2.34,29.4,0.418,1.35,28.3,0
24,4.1,329.6,4.46,18.5,96.2,-91.4,Line,3.7,283.8,4.49,12.4,0.108,1.35,3.3,1
32,8.8,199.0,1.17,10.0,90.4,-114.3,Wedge,2.2,295.9,4.63,17.7,0.461,0.68,13.9,1
31,2.4,256.8,3.42,20.3,49.1,-104.9,Grid,6.6,14.4,2.47,16.3,0.289,0.67,38.7,0
43,1.7,401.5,2.95,13.9,61.6,-42.8,Grid,5.6,221.5,1.58,43.1,0.258,1.3,7.7,1
36,5.4,186.8,2.81,13.1,97.1,-67.2,Circle,7.1,89.2,3.41,3.3,0.482,1.29,18.2,0
8,3.7,194.1,4.31,25.7,98.4,-49.9,Grid,3.1,261.0,4.8,18.1,0.065,0.73,13.4,1
17,6.1,47.8,0.6,1.5,50.5,-47.2,Line,3.9,246.0,3.3,20.3,0.37,1.34,8.2,1
27,8.2,457.3,1.8,26.5,86.3,-45.9,Line,3.6,132.9,4.79,31.3,0.409,0.98,12.9,0
49,2.2,45.5,2.74,25.6,37.2,-70.4,Circle,8.2,147.2,2.05,39.7,0.244,0.97,7.6,1
50,6.2,324.1,4.08,15.2,43.5,-104.1,Random,2.5,86.9,4.62,36.7,0.003,1.49,35.1,1
3,5.5,206.6,1.16,14.7,24.8,-106.7,Circle,6.5,93.8,1.01,37.9,0.262,1.02,7.0,0
2,2.3,202.8,4.03,10.9,28.8,-68.3,Random,1.5,294.5,2.11,10.4,0.077,0.64,24.9,0
49,6.6,339.8,2.06,29.8,69.1,-87.0,Random,5.9,267.8,2.73,45.7,0.281,0.78,37.7,1
13,3.5,33.5,1.03,3.3,56.0,-69.8,Wedge,1.6,65.6,3.44,21.3,0.369,0.83,38.1,0
6,5.4,296.9,3.82,17.7,30.8,-75.1,Grid,2.6,89.9,1.82,1.5,0.266,1.46,24.0,0
38,1.7,386.0,0.55,20.5,46.3,-65.8,Random,2.0,41.5,4.66,33.7,0.315,0.76,10.8,0
33,5.1,414.1,2.62,28.0,43.6,-117.1,Wedge,4.1,296.8,4.57,30.6,0.052,0.93,9.9,1
10,3.8,85.3,0.41,23.4,98.9,-117.0,Circle,4.1,273.1,4.1,7.2,0.049,1.25,29.9,1
42,8.4,448.7,1.85,19.3,86.8,-55.1,Circle,8.4,170.1,1.01,48.0,0.425,0.77,39.2,0
36,1.5,328.1,3.05,3.5,44.9,-102.6,Random,3.0,210.9,0.85,28.5,0.025,1.2,3.1,1
20,4.8,440.9,2.82,11.2,92.3,-61.3,Wedge,1.8,226.9,2.74,24.0,0.142,0.71,31.6,0
49,5.1,242.6,2.08,4.2,40.8,-70.8,Line,6.4,69.1,3.94,20.5,0.469,0.74,4.9,1
17,7.5,271.0,2.2,26.4,70.1,-31.6,Grid,7.2,281.1,1.05,11.3,0.229,1.49,11.9,0
4,6.2,459.5,1.21,22.5,97.0,-44.8,Random,3.7,162.8,3.39,47.7,0.337,0.87,22.7,0
21,7.0,450.0,2.33,22.7,45.1,-82.8,Line,6.4,36.8,2.88,35.4,0.111,1.23,11.9,0
25,8.0,224.1,4.77,19.6,71.2,-64.5,Grid,8.0,125.2,3.77,28.8,0.135,1.34,26.0,1
34,8.8,137.2,4.27,15.2,36.6,-109.4,Line,4.1,184.5,2.46,31.9,0.255,0.85,16.7,1
25,3.8,196.6,0.81,4.5,34.0,-85.2,Wedge,5.7,112.3,3.62,42.2,0.319,0.86,8.8,1
12,5.8,193.9,0.25,9.9,61.7,-54.0,Random,2.3,212.8,1.22,32.2,0.48,1.27,21.2,0
50,8.6,143.4,4.67,4.1,98.1,-64.0,Line,1.2,265.8,1.47,6.6,0.287,1.11,1.0,1
9,9.9,134.3,2.68,21.7,50.8,-76.4,Line,9.8,233.8,4.57,35.2,0.048,0.86,29.6,1
37,9.0,430.5,2.74,4.8,94.4,-104.1,Line,3.7,196.4,1.98,28.7,0.183,1.25,20.9,1
39,4.3,34.9,3.93,21.1,92.3,-47.7,Random,3.5,158.5,4.93,48.4,0.122,1.36,37.9,1
41,2.8,338.8,1.64,20.8,32.8,-95.4,Wedge,9.8,83.8,0.71,37.0,0.127,0.74,4.1,0
21,5.4,86.4,2.46,13.8,46.2,-46.2,Wedge,7.6,141.9,2.73,17.9,0.253,0.52,29.3,0
36,7.7,172.3,4.85,4.1,67.9,-65.0,Line,6.3,95.0,1.96,7.6,0.158,0.77,12.0,1
49,5.4,30.8,3.39,9.4,56.6,-86.5,Wedge,7.3,280.9,4.98,24.6,0.145,1.17,14.9,1
26,5.3,135.0,0.85,9.6,18.6,-116.3,Grid,7.4,273.1,4.96,34.3,0.484,1.42,13.9,1
36,8.5,384.2,0.75,21.0,99.4,-99.1,Wedge,7.9,55.2,1.56,9.7,0.292,1.36,14.3,0
26,4.3,442.5,1.1,3.4,77.7,-40.0,Line,1.6,248.6,1.7,32.8,0.131,0.72,17.2,0
30,8.7,110.8,3.86,24.9,49.4,-46.4,Grid,4.7,213.8,3.87,41.5,0.138,1.38,0.8,1
19,4.7,231.8,1.55,22.8,65.6,-68.3,Random,3.7,292.8,4.5,8.7,0.406,1.31,33.9,0
47,4.0,235.2,0.2,5.6,17.9,-78.0,Circle,1.6,144.4,3.49,35.6,0.443,1.23,35.3,0
19,5.1,436.8,4.73,21.6,54.6,-61.8,Wedge,4.7,219.4,4.39,4.3,0.34,1.19,1.6,0
3,7.9,381.4,0.93,20.1,93.8,-78.0,Grid,6.5,160.2,0.78,1.4,0.216,1.31,31.0,0
36,2.1,256.5,0.15,22.4,90.7,-62.0,Circle,2.6,30.1,3.38,2.6,0.382,1.36,2.9,0
17,2.8,335.4,1.26,5.7,40.4,-92.3,Random,3.7,23.6,3.65,31.9,0.469,1.32,32.3,0
42,9.6,423.7,1.25,4.7,57.8,-44.5,Circle,6.8,45.4,1.36,48.7,0.083,0.62,24.5,0
37,2.6,4.8,2.17,7.1,72.8,-56.8,Random,6.2,95.9,4.0,38.8,0.431,1.22,12.3,1
34,6.1,201.4,4.61,11.0,40.6,-90.3,Line,8.8,85.1,4.75,13.5,0.424,1.34,24.6,0
5,6.2,453.6,4.41,23.8,15.8,-45.2,Line,8.1,221.2,4.54,4.5,0.183,0.69,20.3,0
34,5.4,370.2,2.34,22.1,55.5,-76.1,Random,9.7,217.6,1.6,31.2,0.146,0.71,25.4,0
15,6.8,271.4,2.11,27.8,64.1,-104.3,Circle,6.4,291.7,1.96,1.2,0.283,1.29,19.0,0
22,3.1,264.8,2.82,1.8,10.5,-113.0,Wedge,7.3,100.0,2.75,39.8,0.136,0.84,30.9,0
49,6.0,173.9,1.29,0.3,18.6,-57.0,Circle,8.7,282.2,1.21,12.9,0.073,0.9,1.8,1
21,4.3,260.3,0.36,21.0,28.7,-42.1,Circle,8.6,187.7,4.79,15.7,0.477,0.88,13.8,0
9,7.0,327.7,4.7,8.4,41.3,-47.3,Wedge,7.5,153.6,1.23,17.9,0.246,0.71,22.4,0
8,2.3,209.2,1.01,10.0,58.7,-61.0,Circle,5.5,203.7,3.93,38.4,0.236,1.44,23.5,0
4,6.1,357.1,1.07,16.4,36.4,-107.3,Circle,3.5,213.8,2.04,14.0,0.063,1.31,6.8,0
18,2.7,430.6,2.42,3.1,34.9,-111.5,Grid,8.9,59.9,3.08,14.9,0.252,0.75,3.0,0
34,3.5,77.3,2.51,19.3,88.2,-88.9,Random,8.0,228.0,0.71,27.5,0.371,0.61,0.8,1
49,3.0,225.8,0.19,9.8,23.1,-43.1,Line,8.5,220.3,1.42,23.7,0.124,0.87,16.5,0
13,2.6,204.0,0.82,19.0,54.6,-33.4,Random,2.3,299.3,2.5,47.8,0.184,0.92,13.2,1
23,8.4,343.7,1.95,25.0,95.8,-98.3,Circle,3.8,274.5,3.55,13.9,0.089,0.51,22.7,1
23,3.6,124.9,3.45,5.1,66.3,-51.4,Wedge,4.8,208.6,4.0,5.5,0.178,1.39,18.0,1
47,9.3,320.1,1.22,27.9,74.5,-68.4,Wedge,8.5,216.6,0.64,27.5,0.431,1.35,15.8,0
31,9.7,438.7,2.17,15.9,48.8,-117.1,Line,9.0,284.3,1.19,10.0,0.119,1.35,33.7,0
39,6.1,209.1,2.83,27.7,11.8,-71.1,Line,3.6,290.5,3.78,21.3,0.015,1.31,24.9,1
39,2.3,455.5,4.45,6.2,68.2,-47.5,Line,7.2,249.8,4.16,10.2,0.268,1.23,25.8,0
46,4.4,496.6,1.7,18.1,66.9,-95.1,Wedge,1.7,232.5,1.56,44.2,0.29,1.13,15.3,1
9,8.2,53.0,0.75,12.1,19.9,-39.2,Circle,4.7,42.3,1.53,17.0,0.164,1.46,31.1,0
28,4.3,116.5,2.5,23.2,51.6,-98.7,Line,5.4,250.8,0.9,39.0,0.321,1.21,6.1,1
28,1.8,475.2,3.76,18.2,92.4,-113.1,Line,7.9,83.4,1.18,47.5,0.019,1.13,16.1,1
35,6.0,479.2,0.64,14.8,28.5,-105.6,Wedge,9.0,173.5,0.54,47.1,0.17,1.29,1.9,0
22,8.6,48.9,2.18,27.4,51.5,-44.7,Circle,4.0,127.6,3.15,26.7,0.072,0.75,4.6,1
31,8.2,7.5,0.19,11.3,51.5,-82.4,Line,5.7,110.2,4.57,49.2,0.115,1.47,3.3,1
34,2.6,80.6,0.26,6.6,83.0,-48.3,Circle,6.8,100.0,1.17,33.1,0.191,0.52,17.7,0
29,7.1,498.0,2.47,18.2,84.2,-72.2,Grid,4.0,258.1,3.88,7.3,0.247,1.15,27.9,0
48,3.0,90.0,1.56,18.7,78.3,-76.7,Line,9.9,233.0,3.08,44.5,0.047,0.58,12.5,1
34,3.0,251.3,4.24,13.2,42.9,-47.4,Line,8.9,161.8,4.73,24.0,0.051,1.35,1.1,1
6,8.9,424.2,3.05,14.6,16.5,-81.9,Wedge,3.7,202.7,4.09,8.5,0.337,1.47,28.3,0
49,3.2,10.2,2.32,28.8,41.5,-47.8,Grid,5.6,295.5,4.34,39.8,0.202,0.91,8.3,1
20,3.4,302.2,2.1,22.0,71.2,-110.9,Grid,3.1,125.3,3.38,31.6,0.088,1.36,28.9,1
5,1.0,138.5,2.54,3.3,73.2,-62.7,Grid,5.6,169.8,4.15,44.2,0.117,0.84,0.3,1
36,8.8,431.2,0.3,6.4,96.9,-56.8,Random,7.1,164.7,2.08,41.5,0.36,0.66,12.5,1
50,8.1,141.7,4.47,29.3,50.8,-39.1,Wedge,1.8,281.4,1.44,16.7,0.026,0.78,24.8,1
18,6.6,343.4,4.99,21.8,66.9,-99.8,Wedge,8.8,112.0,4.61,13.6,0.254,0.8,34.8,0
45,7.8,337.1,0.99,27.5,58.5,-65.6,Line,6.3,296.0,3.8,37.0,0.18,1.13,30.2,0
29,2.4,110.7,0.69,9.1,23.6,-81.0,Wedge,9.9,98.4,0.91,29.1,0.406,1.3,18.0,0
31,5.1,17.4,0.8,22.3,51.5,-85.6,Line,1.2,41.6,4.4,4.4,0.395,0.71,28.7,0
30,4.2,204.6,3.34,21.4,59.0,-110.4,Line,8.5,65.5,2.07,9.9,0.345,0.59,21.5,0
47,1.8,144.6,3.34,8.8,95.6,-107.9,Random,8.1,133.6,1.84,8.4,0.192,0.72,32.5,1
7,5.4,404.5,4.25,16.5,43.0,-44.7,Wedge,2.2,198.4,3.3,29.9,0.316,0.8,30.9,0
36,9.3,400.2,3.78,18.8,98.2,-52.5,Wedge,4.0,159.9,3.06,5.2,0.32,0.78,39.0,0
42,1.4,228.5,2.3,14.4,58.8,-85.6,Random,9.0,119.1,2.92,11.2,0.166,0.72,4.2,1
38,3.6,303.3,3.1,24.8,31.8,-45.4,Random,5.7,173.0,1.65,27.7,0.44,0.97,13.6,0
25,2.9,302.1,3.47,25.0,27.2,-112.7,Wedge,4.6,253.3,4.82,7.5,0.492,1.36,7.7,0
30,3.1,413.6,2.61,25.5,22.8,-63.8,Wedge,9.1,253.3,4.78,13.2,0.157,0.6,25.2,0
50,9.2,212.5,2.43,24.1,50.8,-41.9,Line,1.8,220.6,0.52,45.4,0.401,1.36,26.6,0
47,5.2,137.7,3.26,14.6,12.0,-44.5,Circle,5.3,286.2,2.02,35.2,0.25,1.0,8.2,1
32,5.2,132.5,2.83,11.4,50.1,-86.4,Line,6.9,181.2,0.7,16.0,0.232,1.16,16.9,1
36,7.8,268.1,3.26,24.9,99.0,-52.9,Grid,6.5,12.2,4.33,44.0,0.193,1.32,24.1,1
34,2.4,224.6,3.1,14.7,70.3,-81.5,Grid,3.4,94.4,4.49,13.3,0.146,0.8,26.4,1
22,5.4,220.1,3.62,7.4,78.4,-44.4,Circle,6.1,105.2,2.83,29.9,0.46,1.45,4.1,1
33,4.9,45.6,3.25,15.2,20.7,-72.2,Random,7.4,168.7,4.28,19.1,0.37,0.58,36.8,0
24,6.4,359.3,2.65,4.3,52.6,-51.2,Grid,6.3,272.4,3.67,37.9,0.22,1.03,1.4,1
34,10.0,106.9,3.44,20.7,35.8,-112.9,Random,7.2,253.1,2.75,19.2,0.376,0.75,38.9,1
4,7.9,98.5,2.3,10.1,90.5,-66.9,Random,3.3,77.3,2.14,13.2,0.359,0.91,12.7,1
19,4.6,206.4,1.28,7.8,26.3,-70.5,Line,8.5,160.6,1.7,30.8,0.134,0.95,12.7,0
26,8.4,113.9,0.11,28.7,51.3,-65.1,Random,5.0,201.2,1.67,37.5,0.088,1.41,17.8,1
43,2.5,291.9,2.84,23.3,62.9,-57.4,Circle,9.9,296.4,3.03,27.3,0.418,0.94,27.8,0
32,1.3,185.7,2.99,23.6,56.3,-37.4,Line,1.2,19.1,1.25,36.1,0.406,1.2,6.4,0
4,2.8,224.5,4.86,18.7,84.7,-49.3,Circle,4.4,144.5,1.29,21.7,0.498,1.45,10.2,0
41,4.1,268.6,1.87,25.2,30.8,-100.2,Random,2.6,296.6,0.55,40.0,0.01,0.99,38.5,1
47,5.6,101.8,2.03,22.8,44.0,-45.7,Grid,6.0,293.4,3.26,29.7,0.27,0.91,35.1,0
25,6.5,77.9,1.09,18.0,81.3,-109.0,Random,3.2,105.9,4.97,10.6,0.351,1.47,8.5,1
33,9.2,440.2,0.45,28.8,57.5,-64.0,Circle,7.6,10.0,4.5,44.6,0.291,1.33,22.9,0
48,5.6,216.9,3.89,5.7,46.2,-40.6,Wedge,8.9,180.2,3.68,42.0,0.355,1.44,8.1,1
23,5.5,206.0,1.32,28.3,12.6,-110.9,Wedge,2.9,261.4,4.03,48.2,0.069,0.9,22.0,1
24,1.5,17.8,3.08,12.0,77.8,-43.5,Grid,2.4,104.0,2.38,28.9,0.001,1.2,14.6,1
3,1.3,249.0,3.47,15.9,97.5,-48.1,Circle,8.9,280.9,1.84,34.1,0.047,0.75,14.5,0
28,6.0,277.1,2.41,3.7,65.8,-74.7,Grid,4.3,106.5,2.16,43.3,0.19,1.37,25.4,1
43,4.9,279.4,4.39,16.2,87.1,-92.2,Line,4.9,187.0,0.87,3.6,0.164,1.43,10.1,1
3,8.6,353.5,2.27,18.3,56.5,-83.5,Random,3.0,219.4,3.35,45.7,0.437,0.77,16.2,0
27,2.4,88.7,1.5,29.9,30.9,-32.8,Line,4.8,110.2,1.29,14.3,0.042,0.6,37.0,0
18,1.2,126.1,4.49,29.3,11.3,-101.8,Wedge,3.1,112.1,3.93,3.8,0.221,0.7,30.2,0
41,5.0,405.4,4.32,29.0,68.8,-67.8,Random,7.0,146.3,1.35,12.6,0.479,1.13,15.3,0
34,3.1,473.6,0.9,10.5,54.4,-112.5,Line,5.5,252.2,1.53,29.7,0.251,0.77,9.2,0
10,1.4,68.0,0.23,29.7,80.4,-100.4,Wedge,8.1,39.2,4.81,3.3,0.066,1.14,26.4,0
44,7.5,248.8,0.54,13.7,72.5,-51.3,Line,3.8,193.1,0.97,1.0,0.146,0.85,32.3,0
49,2.0,107.1,1.5,25.6,98.9,-92.8,Random,5.6,206.4,2.74,32.3,0.313,1.42,34.4,1
40,6.5,30.0,4.86,6.5,55.9,-31.3,Line,3.3,171.8,0.78,23.2,0.006,0.95,22.6,1
30,3.5,162.8,2.84,15.2,48.4,-74.9,Random,9.4,281.4,0.91,42.4,0.484,1.0,20.7,0
43,2.6,71.8,1.93,29.0,35.8,-73.5,Line,5.7,184.6,3.35,13.6,0.283,0.85,28.8,0
27,4.4,355.0,4.45,28.4,52.9,-116.7,Grid,2.6,194.0,3.34,14.8,0.352,0.57,7.0,1
36,8.2,266.9,2.32,20.5,88.6,-33.9,Line,3.5,183.9,1.37,4.8,0.249,0.99,34.1,0
26,4.5,71.9,1.64,23.9,13.8,-104.3,Line,1.7,219.4,4.43,27.4,0.479,1.27,3.0,1
25,7.8,4.6,4.71,5.3,98.0,-71.5,Grid,1.3,49.3,3.66,18.9,0.295,1.45,24.1,1
14,2.1,404.1,4.26,21.6,99.4,-84.4,Wedge,5.7,269.3,1.85,17.6,0.331,0.58,23.6,0
8,8.0,88.1,4.23,18.5,63.8,-82.6,Random,4.0,22.3,1.62,23.4,0.43,1.3,12.4,1
37,3.1,303.1,2.61,2.7,39.8,-62.1,Circle,9.7,195.8,3.89,42.6,0.431,0.77,1.4,1
46,7.1,168.5,3.97,3.4,30.1,-60.4,Wedge,2.5,188.5,3.8,6.2,0.014,1.32,28.7,1
21,6.1,292.7,0.98,3.3,34.9,-106.1,Random,8.1,70.4,1.17,26.7,0.142,0.84,1.0,1
2,9.4,157.8,2.91,21.7,14.5,-75.0,Line,3.8,21.8,2.07,10.6,0.123,0.61,7.2,0
9,4.5,43.5,4.92,4.3,52.8,-48.9,Wedge,3.0,50.3,1.48,11.4,0.003,1.11,21.8,1
47,1.6,111.5,1.53,14.0,15.2,-80.1,Line,9.7,88.8,1.82,13.6,0.438,1.39,37.6,0
17,1.2,94.0,3.99,10.7,74.7,-105.1,Wedge,8.2,265.8,1.79,23.5,0.159,0.68,2.6,1
15,8.4,214.0,2.5,16.5,43.5,-91.8,Wedge,6.7,258.2,4.89,25.2,0.173,0.52,23.2,1
13,5.7,329.1,0.3,21.2,27.9,-100.9,Circle,7.3,28.5,3.88,43.7,0.05,1.38,13.2,0
24,8.0,131.9,3.84,20.5,59.0,-108.7,Grid,9.9,93.9,4.01,44.7,0.495,1.2,26.8,1
16,3.1,6.0,0.93,15.5,97.6,-86.0,Wedge,6.3,267.9,1.75,29.7,0.413,1.31,38.1,0
29,4.1,259.5,3.19,13.9,72.6,-71.3,Line,1.9,78.6,0.5,14.8,0.286,0.56,10.7,0
35,1.3,302.9,0.52,11.9,54.3,-113.5,Circle,1.6,298.8,0.76,41.1,0.386,1.39,38.2,0
3,9.7,481.4,4.74,25.9,79.9,-65.7,Wedge,7.0,84.5,2.99,39.9,0.389,0.92,34.8,0
33,7.0,294.7,1.53,9.9,76.4,-30.6,Grid,6.9,224.3,1.78,40.1,0.328,1.4,24.3,0
24,9.4,235.6,1.21,7.8,90.3,-33.2,Line,7.7,130.9,1.37,1.8,0.087,0.56,30.3,0
23,3.4,286.7,0.73,22.3,28.4,-45.4,Circle,2.0,49.5,0.72,37.9,0.36,1.38,34.6,0
26,6.5,464.0,4.74,10.8,87.3,-96.0,Random,9.5,84.0,4.44,42.8,0.285,1.17,32.1,1
23,7.1,414.2,3.59,25.4,37.1,-118.0,Grid,6.0,205.8,3.2,30.6,0.362,1.05,13.1,0
23,3.9,161.5,3.73,9.8,94.7,-45.0,Random,6.8,107.7,0.98,37.8,0.272,0.56,32.5,0
50,8.6,118.6,2.55,21.1,35.3,-115.0,Random,1.3,185.2,3.95,39.0,0.478,1.19,12.5,1
43,9.5,131.3,2.43,1.4,93.4,-101.5,Circle,9.6,69.6,3.9,25.8,0.314,1.1,34.7,1
7,9.0,252.2,0.64,11.6,96.7,-71.0,Circle,6.1,140.1,1.8,40.9,0.287,1.23,10.2,1
16,7.7,372.0,2.84,10.3,23.1,-103.9,Circle,6.1,158.6,1.35,39.8,0.421,1.22,22.9,0
44,3.5,251.6,1.31,24.5,97.7,-45.0,Random,9.5,129.7,4.16,45.9,0.19,0.94,27.7,1
38,3.5,33.9,4.89,29.0,17.7,-50.1,Line,9.4,67.4,1.98,46.1,0.158,0.7,17.0,0
34,9.7,361.8,4.0,13.8,29.7,-52.0,Circle,3.0,143.9,4.31,27.0,0.252,1.42,31.3,1
9,1.1,403.0,2.12,24.7,50.0,-46.5,Grid,9.4,210.9,0.7,2.5,0.292,1.43,37.0,0
45,7.4,144.7,0.84,21.0,99.4,-100.2,Circle,7.6,289.8,2.75,1.9,0.11,0.71,7.5,1
45,7.4,332.1,3.95,29.0,54.0,-54.4,Circle,1.2,239.0,1.31,47.0,0.341,1.13,1.3,1
6,6.6,213.3,0.7,24.3,59.5,-88.0,Circle,3.2,56.8,3.52,17.5,0.401,0.7,25.1,0
40,9.9,444.6,1.03,2.3,72.5,-60.0,Random,4.7,89.1,4.99,19.5,0.289,1.36,24.1,1
5,3.8,422.6,1.14,21.4,97.1,-109.0,Line,6.2,32.9,2.36,24.0,0.261,0.6,13.7,0
7,4.1,262.7,2.83,16.1,80.5,-56.5,Circle,7.3,49.3,0.95,14.0,0.147,1.49,31.4,0
46,1.7,345.8,3.96,0.5,30.2,-32.5,Random,2.9,82.7,1.93,29.9,0.455,1.11,33.0,0
33,5.0,441.7,1.64,7.5,37.3,-116.1,Grid,8.5,67.9,4.51,39.4,0.377,0.52,13.3,0
31,3.3,247.9,0.51,27.7,18.8,-111.6,Line,8.6,72.0,3.95,13.6,0.24,1.38,27.3,0
48,4.1,156.6,2.38,27.8,68.0,-108.9,Random,6.7,76.9,1.54,37.4,0.33,1.18,25.7,1
36,8.5,376.8,3.77,24.0,26.3,-81.2,Wedge,9.3,97.2,4.79,33.9,0.168,1.2,13.7,1
41,9.4,110.0,1.19,29.5,33.2,-93.8,Grid,8.3,46.4,3.3,26.8,0.03,0.78,38.8,0
17,2.7,194.3,1.18,24.2,89.9,-47.4,Grid,3.0,90.6,1.26,16.9,0.102,0.84,13.9,0
14,4.4,432.9,4.74,0.3,39.4,-77.4,Wedge,8.2,209.6,3.08,43.8,0.04,1.41,24.8,1
43,9.4,362.2,4.78,8.6,61.0,-76.4,Random,9.6,78.6,2.53,20.7,0.254,1.13,15.2,1
31,1.6,201.9,4.95,0.9,45.8,-55.5,Random,2.2,59.8,4.19,19.4,0.311,0.52,0.5,1
20,1.8,107.4,4.06,2.8,16.7,-87.4,Grid,9.8,29.6,2.05,32.4,0.19,0.83,3.7,1
18,2.5,178.0,1.02,6.6,42.7,-88.2,Random,1.2,155.0,4.44,46.1,0.265,1.1,9.3,1
20,6.4,142.1,1.14,15.1,46.7,-51.9,Wedge,5.7,254.2,4.15,25.9,0.043,0.65,32.5,0
29,2.4,88.0,1.77,25.4,90.6,-49.8,Random,8.0,27.1,3.54,36.4,0.385,0.6,17.7,0
